content,score,sentiment,cleaned_content
mengapa pengajuan saya blm di acc yah ?? sangat lambat padahal klw di kantor 2 jam sdh jadi,2,Negatif,mengapa pengajuan saya belum di acc yah sangat lambat padahal klw di kantor jam sudah jadi
"dikira mempermudah ternyata sama aja semua dipersulit, emang kocak",1,Negatif,dikira mempermudah ternyata sama saja semua dipersulit emang kocak
"Kiranya bisa online di aplikasi, ternyata harus ke dukcapil, hadah2",5,Positif,kiranya bisa online di aplikasi ternyata harus ke dukcapil hadah
"Banyak pelayanan yang tidak ditanggapi, lebih baik dibuat waktu atau esgimasi dalam pengajuan. jika memang tidak bisa lebih baik diTolak",1,Negatif,banyak pelayanan yang tidak ditanggapi lebih baik dibuat waktu atau esgimasi dalam pengajuan jika memang tidak bisa lebih baik ditolak
"disediakan APLIKASI tapi harus tetap ke dukcapil, trus gunanya aplikasi buat apa..??",1,Negatif,disediakan aplikasi tapi harus tetap ke dukcapil trus gunanya aplikasi buat apa
sangat mempermurdah kita untuk urusan urusan tertentu,5,Positif,sangat mempermurdah kita untuk urusan urusan tertentu
okok,5,Positif,okok
tolong jangan di kasih pin.. saya lupa pin.. bagaimana caranya biar bisa masuk lagi 🤔,2,Negatif,tolong jangan di kasih pin saya lupa pin bagaimana caranya biar bisa masuk lagi
sangat bermanfaat👍,5,Positif,sangat bermanfaat
"Pelayanan kurang lengkap, menu ubah data cuman minim pilihanya, Miris, padahal harusnya sekelas pemerintah aplikasinya harusnya bisa lebih keren, lebih lengkap fiturnya, lah ini dari dulu gitu gitu aja",2,Negatif,pelayanan kurang lengkap menu ubah data cuman minim pilihanya miris padahal harusnya sekelas pemerintah aplikasinya harusnya bisa lebih keren lebih lengkap fiturnya lah ini dari dulu gitu gitu saja
yang bikin logo aplikasi dengan tulisan IKD anda sekolah desain atau tidak?????,1,Negatif,yang bikin logo aplikasi dengan tulisan ikd anda sekolah desain atau tidak
sangat luar biasa dan nyaman maksih 🙏,5,Positif,sangat luar biasa dan nyaman maksih
ngapain download kalau harus datang ke kantor kecamatan wkwkwk,1,Negatif,ngapain download kalau harus datang ke kantor kecamatan wkwkwk
sangat membantu sekali,5,Positif,sangat membantu sekali
buruk,1,Negatif,buruk
mantap aplikasi ny saya kasi 5 bintg,5,Positif,mantap aplikasi ny saya kasi bintg
Apanya yg digital kalo daftar aja harus ketemu sama petugas kependudukan setempat!! aplikasi pemerintah tapi ribet bikin repot masyarakat!!!,1,Negatif,apanya yang digital kalau daftar saja harus ketemu sama petugas kependudukan setempat aplikasi pemerintah tapi ribet bikin repot masyarakat
"malah mempersulit, jelek",1,Negatif,malah mempersulit jelek
masih gini nih Indonesia..?????,1,Negatif,masih gini nih indonesia
"apa apaan ini? mau memuat akun aja suruh daftar ulang, pas masukin akun lama malah akun tidak ditemukan sandi salah, cara gantinya gimana kocak? orang tua boleh jelek dalam membuat apk, karyanya jangan jelek2 lah",1,Negatif,apa apaan ini mau memuat akun saja suruh daftar ulang pas masukin akun lama malah akun tidak ditemukan sandi salah cara gantinya gimana kocak orang tua boleh jelek dalam membuat aplikasi karyanya jangan jelek lah
udah daftar tetap ga bisa pas mau verifikasi pin aneh banget,1,Negatif,sudah daftar tetap ga bisa pas mau verifikasi pin aneh banget
"Aplikasi gagal🤣. Baru masukin data untuk daftar akun, malah ga bisa dikirim. Tapi ketika mau dibatalin, malah disuruh baca dengan seksama. Sementara juga ga ada info kontak yang bisa dihubungi untuk konsultasi atau sejenisnya. Perbaiki aplikasinya, atau seklian hapus aja. Progal hahahaha",1,Negatif,aplikasi gagal baru masukin data untuk daftar akun malah ga bisa dikirim tapi ketika mau dibatalin malah disuruh baca dengan seksama sementara juga ga ada info kontak yang bisa dihubungi untuk konsultasi atau sejenisnya perbaiki aplikasinya atau seklian hapus saja progal hahahaha
"aplikasi sama seperti birokrasi ribet, gak jelas",1,Negatif,aplikasi sama seperti birokrasi ribet tidak jelas
"apk aneh, masa pendaftaran harus scan barcode kekantor kecamatan segala,",1,Negatif,aplikasi aneh masa pendaftaran harus scan barcode kekantor kecamatan segala
ini bukan mempermudah sama aja kalau masih harus datang ke kantornya untuk scan,1,Negatif,ini bukan mempermudah sama saja kalau masih harus datang ke kantornya untuk scan
verifikasi muka ngebug,1,Negatif,verifikasi muka ngebug
tidak bisa buka pelayanan jadi gimana cara nya sudah sering eroro di pelayanan,2,Negatif,tidak bisa buka pelayanan jadi gimana cara nya sudah sering eroro di pelayanan
aplikasi sangat sangat buruk dan ribet di jaman digitalisasi harusnya lebih mudah dan efisein lagi,1,Negatif,aplikasi sangat sangat buruk dan ribet di jaman digitalisasi harusnya lebih mudah dan efisein lagi
udah di barcode tetep eror ...mungkin dukcapil blm siap nerjunin apk ini ..,1,Negatif,sudah di barcode tetep eror mungkin dukcapil belum siap nerjunin aplikasi ini
"mohon untuk dikaji kembali persyaratan scane barcode yang diberikan oleh admin dukcapil, karena kami ingin melakukan daftar online karena terkendala jarak dan waktu, kalau harus minta barcode ke admin dukcapil lagi, buat apa kami daftar online",1,Negatif,mohon untuk dikaji kembali persyaratan scane barcode yang diberikan oleh admin dukcapil karena kami ingin melakukan daftar online karena terkendala jarak dan waktu kalau harus minta barcode ke admin dukcapil lagi buat apa kami daftar online
"Aplikasi yg tidak bermanfaat. selama ini belum pernah merasakan manfaatnya IKD, semua urusan termasuk urusan administrasi pemerintahan selalu minta salinan fisik KTP dan KK. ngurus SIM, pajak, dll. Di samping itu aplikasinya sering error, dan harus registrasi dari awal lagi, swafoto lagi.",1,Negatif,aplikasi yang tidak bermanfaat selama ini belum pernah merasakan manfaatnya ikd semua urusan termasuk urusan administrasi pemerintahan selalu minta salinan fisik ktp dan kk ngurus sim pajak dll di samping itu aplikasinya sering error dan harus registrasi dari awal lagi swafoto lagi
gk bisa screenshot,1,Negatif,tidak bisa screenshot
"very bad, pemerintah gak mampu bikin apk yg bagus? sini gw ajarin",1,Negatif,very bad pemerintah tidak mampu bikin aplikasi yang bagus sini saya ajarin
jika belum pernah daftar akun...mendaftar tidak bisa online...harus ke kantor langsung...untuk dpat kode persetujuan... apk ini saat mau daftar kamera error...,1,Negatif,jika belum pernah daftar akunmendaftar tidak bisa onlineharus ke kantor langsunguntuk dpat kode persetujuan aplikasi ini saat mau daftar kamera error
admin tolong mau pindah alamat KK lewat fitur pelayanan dari tgl 5/11 sampe sekarang masih status permohonan aja,1,Negatif,admin tolong mau pindah alamat kk lewat fitur pelayanan dari tgl sampe sekarang masih status permohonan saja
"aplikasi aneh, buang² anggaran download ktp,kk bingung caranya bagaimana bukan mempermudah tapi memperbingung",1,Negatif,aplikasi aneh buang² anggaran download ktpkk bingung caranya bagaimana bukan mempermudah tapi memperbingung
"gimana si awal masuk disuruh masukin data diri, terakhir disuruh masukin pin, tapi pas masukin pin malah salah. maksudnya gimana si ?",1,Negatif,gimana si awal masuk disuruh masukin data diri terakhir disuruh masukin pin tapi pas masukin pin malah salah maksudnya gimana si
menyulitkn mau dftar harus scan barkode ke petugasny sama aj boong judulny online tpi harus ke tmptny langsung buat mnta barkode ke petugas,2,Negatif,menyulitkn mau dftar harus scan barkode ke petugasny sama aj boong judulny online tpi harus ke tmptny langsung buat mnta barkode ke petugas
"Aplikasi aneh,,,,, cukup bintang 1",1,Negatif,aplikasi aneh cukup bintang
"Baru satu bulan aplikasi sudah tidak bisa digunakan, dengan keterangan data tidak ditemukan, verifikasi ulang online mentok di verifikasi wajah, kamera tidak bisa di klik.",1,Negatif,baru satu bulan aplikasi sudah tidak bisa digunakan dengan keterangan data tidak ditemukan verifikasi ulang online mentok di verifikasi wajah kamera tidak bisa di klik
dobol kuro!,1,Negatif,dobol kuro
pendaftaran online..tp harus scan barcode ke kantor nya ..lucu yaa kalah sama aplikasi yg khusus buat kota sukabumi yg mocilegit... itu daftar nya gampang... ga perlu scan barcode ke kantor.. udah kabupaten..ribet pula,1,Negatif,pendaftaran onlinetp harus scan barcode ke kantor nya lucu yaa kalah sama aplikasi yang khusus buat kota sukabumi yang mocilegit itu daftar nya gampang ga perlu scan barcode ke kantor sudah kabupatenribet pula
waspada banyak aplikasi palsu,1,Negatif,waspada banyak aplikasi palsu
anggaran doang yg besar soal aplikasi sepele begini kualitas jelek,1,Negatif,anggaran doang yang besar soal aplikasi sepele begini kualitas jelek
"Sudah pernah didaftarkan di dukcapil, namun sekarang ketika dibuka aplikasi tidak bisa muncul datanya, sudah dimasukkan semua biodata kembali, namun tetap tidak bisa terbuka...",1,Negatif,sudah pernah didaftarkan di dukcapil namun sekarang ketika dibuka aplikasi tidak bisa muncul datanya sudah dimasukkan semua biodata kembali namun tetap tidak bisa terbuka
saya yang gaptek merasa kesulitan dengan aplikasi ini . tolong dipermudah jangan dipersulit tidak semua orang melek teknologi pak..,2,Negatif,saya yang gaptek merasa kesulitan dengan aplikasi ini tolong dipermudah jangan dipersulit tidak semua orang melek teknologi pak
aplikasi gagal.,1,Negatif,aplikasi gagal
"Data sering error, e-KTP tidak ditemukan.",1,Negatif,data sering error ektp tidak ditemukan
"pas isi formulir tidak ada kolom PIN, pas akhir malah di suruh masukan PIN. LAWACK",1,Negatif,pas isi formulir tidak ada kolom pin pas akhir malah di suruh masukan pin lawack
"aplikasi sampah taip kali masuk ribed, lama ga diakses blank dan susah masuk lagi",1,Negatif,aplikasi sampah taip kali masuk ribed lama ga diakses blank dan susah masuk lagi
suruh verifikasi PIN. pin aja ga tau darimna. percuma juga ga ada tanggepan,1,Negatif,suruh verifikasi pin pin saja ga tau darimna percuma juga ga ada tanggepan
"aplikasi payah, berbasis online tapi harus dikantornya.",1,Negatif,aplikasi payah berbasis online tapi harus dikantornya
kenapa harus ketemu dengan petugas untuk scan barcode,1,Negatif,kenapa harus ketemu dengan petugas untuk scan barcode
"Pengajuan dari tgl 03 sampai tgl 07 belum selesai juga, pelayanannya lama banget, padahal apk di buat untuk mempermudah tapi pelananya lama .",1,Negatif,pengajuan dari tgl sampai tgl belum selesai juga pelayanannya lama banget padahal aplikasi di buat untuk mempermudah tapi pelananya lama
"aplikasi ga guna katanya pengambilan foto buat pencocokan wajah udah masuk frame dan udah pas, pencahayaan bagus, udah dari semua angle juga tetep gak bisa, salah terus anehhhh",1,Negatif,aplikasi ga guna katanya pengambilan foto buat pencocokan wajah sudah masuk frame dan sudah pas pencahayaan bagus sudah dari semua angle juga tetep tidak bisa salah terus anehhhh
aplikasi sampah!,1,Negatif,aplikasi sampah
Good app,5,Positif,good app
aplikasi mentok ferifikasi wajah. susah bener dah pemerentah.,1,Negatif,aplikasi mentok ferifikasi wajah susah bener dah pemerentah
"Keren banget penggantian KTP sangat cepat dan gratis, trimaksih kecamatan klari",5,Positif,keren banget penggantian ktp sangat cepat dan gratis trimaksih kecamatan klari
"aplikasinya jelek banget, ini pemerintah bikin aplikasih kok gini banget, lama banget",1,Negatif,aplikasinya jelek banget ini pemerintah bikin aplikasih kok gini banget lama banget
OK,5,Positif,ok
ga bagus,1,Negatif,ga bagus
kenapa harus barcode padahal wajah sama data sudah benar,1,Negatif,kenapa harus barcode padahal wajah sama data sudah benar
"susah kali masuknya, harus kecapil ... gk cukup dengan KTP doank ya????",5,Positif,susah kali masuknya harus kecapil tidak cukup dengan ktp doank ya
Aplikasi aneh,1,Negatif,aplikasi aneh
"gunanya online apa kalo harus tetap ke kantor ,, nyusahin yg kerja di luar negri",1,Negatif,gunanya online apa kalau harus tetap ke kantor nyusahin yang kerja di luar negri
udh lama nunggu verifikasi email belum ada juga keselllll canda ini apk hhhha,1,Negatif,sudah lama nunggu verifikasi email belum ada juga keselllll canda ini aplikasi hhhha
mempermudah dalam melihat data . tapi sulit harus memasukan pin berulang kali.. cukup 1x proses pemasukan pin.. karena bisa saja lupa pin.. di cek di Gmail yg terhubung tidak ada mail masuk yang dulu.,4,Positif,mempermudah dalam melihat data tapi sulit harus memasukan pin berulang kali cukup x proses pemasukan pin karena bisa saja lupa pin di cek di gmail yang terhubung tidak ada mail masuk yang dulu
Lebih gampang login ke aplikasi game dari pada ke aplikasi pemerintah,2,Negatif,lebih gampang login ke aplikasi game dari pada ke aplikasi pemerintah
aplikasi lawak..sok2an digital nyatanya semuanya g bisa online..,1,Negatif,aplikasi lawaksokan digital nyatanya semuanya g bisa online
aplikasi boomer bodoh,1,Negatif,aplikasi boomer bodoh
berulang ulang gagal mulu disaat mau ambil barcode ke petugas... aplikasinya berat banget lama loading nya,1,Negatif,berulang ulang gagal mulu disaat mau ambil barcode ke petugas aplikasinya berat banget lama loading nya
"aneh banget ngurus pindahan dari apk ini sulit banget di tanggapin sama pemda domisili, kaya harus di suruh ke kantor ya langsung. iya kalo dekat ini jauh banget lagi. harus ya kan ada apk ini buat mempermudah ngurus berkas2 Ikd nyaa. tolong dong buat kementrian terkait buat di mudahin rakyat ngurus ngurus berkas lewat online.",2,Negatif,aneh banget ngurus pindahan dari aplikasi ini sulit banget di tanggapin sama pemda domisili kaya harus di suruh ke kantor ya langsung iya kalau dekat ini jauh banget lagi harus ya kan ada aplikasi ini buat mempermudah ngurus berkas ikd nyaa tolong dong buat kementrian terkait buat di mudahin rakyat ngurus ngurus berkas lewat online
busuuk,1,Negatif,busuuk
"aplikasi gak guna gini sekelas pemerintah pejabat pusat staf IT kayak gini kerjanya, gak guna.",1,Negatif,aplikasi tidak guna gini sekelas pemerintah pejabat pusat staf it kayak gini kerjanya tidak guna
APLIKASI GA BERGUNA,1,Negatif,aplikasi ga berguna
Kalau sudah ada aplikasi harusnya gk perlu manual fotocopy berkas bawa hardcopy ke kelurahan dan kecamatan bisa mengakses layanan di aplikasi buat apa aplikasi fungsinya hanya KTP padahal ada layanan pindah dan akte harus bisa mengajukan dari layanan aplikasi itu,1,Negatif,kalau sudah ada aplikasi harusnya tidak perlu manual fotocopy berkas bawa hardcopy ke kelurahan dan kecamatan bisa mengakses layanan di aplikasi buat apa aplikasi fungsinya hanya ktp padahal ada layanan pindah dan akte harus bisa mengajukan dari layanan aplikasi itu
ternyata tdk online..ttp ke kantor utk scan barcode,1,Negatif,ternyata tidak onlinettp ke kantor untuk scan barcode
ribet dah bukannya memudahkan sama aja harus datang ke kantor desa/ kelurahan,1,Negatif,ribet dah bukannya memudahkan sama saja harus datang ke kantor desa kelurahan
gk bsa di buka,1,Negatif,tidak bsa di buka
"astaga, tolong lah kenapa ini gabisa masuk"" setelah masukin pin gabisa masuk padahal pin sudah benar dan diulangi tetep saja tidak bisa.",1,Negatif,astaga tolong lah kenapa ini gabisa masuk setelah masukin pin gabisa masuk padahal pin sudah benar dan diulangi tetep saja tidak bisa
kenapa ga bisa dibuka,1,Negatif,kenapa ga bisa dibuka
pendaftaran online tapi diminta scan barcode dengan berhadapan langsung dengan petugas,1,Negatif,pendaftaran online tapi diminta scan barcode dengan berhadapan langsung dengan petugas
udh jaman digital masih aja hrs tatap muka,1,Negatif,sudah jaman digital masih saja hrs tatap muka
"slow respon. pelayanan lambat. update data nunggu 3 bulan bru di proses, bikin akta juga lambat.... mnding datang langsung ke kelurahan sejam jadi",2,Negatif,slow respon pelayanan lambat update data nunggu bulan bru di proses bikin akta juga lambat mnding datang langsung ke kelurahan sejam jadi
aplikasi gak berguna,1,Negatif,aplikasi tidak berguna
"aplikasi sampah, udah daftar masukin nik, foto selfie ehh diujungnya di suruh minta barcode sama petugas 😂 langsung di apus lagi dah ini aplikasi",1,Negatif,aplikasi sampah sudah daftar masukin nik foto selfie ehh diujungnya di suruh minta barcode sama petugas langsung di apus lagi dah ini aplikasi
Bagus,5,Positif,bagus
"Pendaftaran harus scan barcode, yang mana harus datang ketempat bertemu dengan petugas. Ini benar-benar menyulitkan, Diera digital semua bisa diakses secara online. mengapa tidak memakai cara demikian? Kalo memang scan barcode tidak bisa dihilangkan, tambahkan dong opsi permintaan barcode via Email atau Video Call ... Tolong dong perbaiki sistem kek gini, jangan menyulitkan orang lain",2,Negatif,pendaftaran harus scan barcode yang mana harus datang ketempat bertemu dengan petugas ini benarbenar menyulitkan diera digital semua bisa diakses secara online mengapa tidak memakai cara demikian kalau memang scan barcode tidak bisa dihilangkan tambahkan dong opsi permintaan barcode via email atau video call tolong dong perbaiki sistem kek gini jangan menyulitkan orang lain
Sangat membantu dalam banyak urusan,5,Positif,sangat membantu dalam banyak urusan
kenapa tiba tiba apk ilang dari HP dan ga bisa di download lagi padahal udah di daptarin,1,Negatif,kenapa tiba tiba aplikasi ilang dari hp dan ga bisa di download lagi padahal sudah di daptarin
"Lemot, Lola dan Digital yang tidak digital. mau download KTP sama KK aja susah banget",1,Negatif,lemot lola dan digital yang tidak digital mau download ktp sama kk saja susah banget
Parah x harus scan barcode🥲🥲🥲,1,Negatif,parah x harus scan barcode
Terlanjur over expectation,2,Negatif,terlanjur over expectation
"Seperti biasanya aplikasi buatan pemerintah itu jelek bgt . masa mau akses pelayanan cuman loading muter muter doang , padahal pakai Wifi . Coba pakai data juga sama . Emang aplikasinya jelek bgt. Anggaran gede bikin aplikasi yang bagus sulit.",1,Negatif,seperti biasanya aplikasi buatan pemerintah itu jelek banget masa mau akses pelayanan cuman loading muter muter doang padahal pakai wifi coba pakai data juga sama emang aplikasinya jelek banget anggaran gede bikin aplikasi yang bagus sulit
"Aneh pertama buka aplikasi terus mau proses daftar ikd, semua data yang diminta udah di cantumkan tapi PIN tidak di minta giliran di proses akhir disuruh masukin PIN, sedangkan dari awal tidak ada kolom buat masukin PIN, saya cek di email nggk ada juga, trus ini saya gimna cara buat akunnya coba, gak jelas!",1,Negatif,aneh pertama buka aplikasi terus mau proses daftar ikd semua data yang diminta sudah di cantumkan tapi pin tidak di minta giliran di proses akhir disuruh masukin pin sedangkan dari awal tidak ada kolom buat masukin pin saya cek di email nggk ada juga trus ini saya gimna cara buat akunnya coba tidak jelas
"Aplikasi kaga jelas, gk bisa login/sign in mau keluar gk bisa bisa d suruh baca seksama, Aplikasi gk guna",1,Negatif,aplikasi kaga jelas tidak bisa loginsign in mau keluar tidak bisa bisa d suruh baca seksama aplikasi tidak guna
Disuruh donlod biar mencapai target,1,Negatif,disuruh donlod biar mencapai target
"harunya bisa di screenshot,, gimana kalo ada apa2 di Jalan sedangkan ktp fisik ga jadi jadi hampir setahun, buka apk harus punya kouta, saya heran pelayanan di kecamatan baros kab serang kebanyakan pungli bikin ktp hampir setahun ga jadi2 sedangkan yg pake uang sogokan 1 hari sudah jadi",1,Negatif,harunya bisa di screenshot gimana kalau ada apa di jalan sedangkan ktp fisik ga jadi jadi hampir setahun buka aplikasi harus punya kouta saya heran pelayanan di kecamatan baros kab serang kebanyakan pungli bikin ktp hampir setahun ga jadi sedangkan yang pakai uang sogokan hari sudah jadi
mau daftar aja susah banget Uda coba puluhan kali tetep sistem eror,1,Negatif,mau daftar saja susah banget uda coba puluhan kali tetep sistem eror
ribet,1,Negatif,ribet
"saya gak mau download dan scan2 kyk gini karena rame kejahatan cyber dan hack data pribadi, jadi merasa tidak aman dan saya kurang nyaman, jadi tolong ya... klo gak mau gak usah di paksa",2,Negatif,saya tidak mau download dan scan kyk gini karena rame kejahatan cyber dan hack data pribadi jadi merasa tidak aman dan saya kurang nyaman jadi tolong ya kalau tidak mau tidak usah di paksa
gak bisa foto wajah karna gak bisa di klik,1,Negatif,tidak bisa foto wajah karena tidak bisa di klik
aplikasinya pengurusan online tapi harus datang langsung buat scan qr kan kocak.aplikasi gaguna,1,Negatif,aplikasinya pengurusan online tapi harus datang langsung buat scan qr kan kocakaplikasi gaguna
mempersulit rakyat yang mau bikin KTP.,1,Negatif,mempersulit rakyat yang mau bikin ktp
"ngapain bikin aplikasi beginian klo ujung nya msh manual. gua kira serba digital, ini msh hrs ketemu petugas buat scan. pantes rating nya rendah, dan emg rata2 aplikasi pemerintah rendah semua ratingnya.",1,Negatif,ngapain bikin aplikasi beginian kalau ujung nya masih manual gua kira serba digital ini masih hrs ketemu petugas buat scan pantes rating nya rendah dan emg rata aplikasi pemerintah rendah semua ratingnya
aplikasi digital yg bagus,5,Positif,aplikasi digital yang bagus
"scan barcode ga muncul,kenapa harus ke kantor dukcapil scan barcode nya katanya sudah berbasis online nyatanya! misalkan sudah ke dukcapil juga tetap gak bisa cetak langsung KTP dengan alasan blanko nya HABIS jurus jitu.",1,Negatif,scan barcode ga munculkenapa harus ke kantor dukcapil scan barcode nya katanya sudah berbasis online nyatanya misalkan sudah ke dukcapil juga tetap tidak bisa cetak langsung ktp dengan alasan blanko nya habis jurus jitu
belibet,1,Negatif,belibet
apknya tidak baguss tidak di sarankan untuk mendonload aplikasi ini👎👎👎👎,1,Negatif,apknya tidak baguss tidak di sarankan untuk mendonload aplikasi ini
"kenapa pas masukan nomor sandi suruh ulang2 terus? padhal sebelumnya saya sudah pernah masuk. udah dicoba berkali2 dan lain hari, lain bulan pun masih sama aja ga bisa dan kek gitu2 aja terus, klo begitu aplikasi ini ga ada guna mending dihapus aja dari pada bikin ribet, itu aja pas aku habis bikin kk disuruh bikin kk digital kata petugas kecamatan,sekarang malah ga ada guna aplikasinya ga bisa kebuka2 data saya.",1,Negatif,kenapa pas masukan nomor sandi suruh ulang terus padhal sebelumnya saya sudah pernah masuk sudah dicoba berkali dan lain hari lain bulan pun masih sama saja ga bisa dan kek gitu saja terus kalau begitu aplikasi ini ga ada guna mending dihapus saja dari pada bikin ribet itu saja pas aku habis bikin kk disuruh bikin kk digital kata petugas kecamatansekarang malah ga ada guna aplikasinya ga bisa kebuka data saya
"katanya online tp suruh scan barcode petugas,,, hmmmm... apa gunanya online kl bgini,,,parah",1,Negatif,katanya online tapi suruh scan barcode petugas hmmmm apa gunanya online kl bginiparah
mantap ok,5,Positif,mantap ok
APLIKASI TIDAK JELAS,1,Negatif,aplikasi tidak jelas
lebih rumit dari pada yang dulu.harus scann qr code ke kantor kecamatan .kurang efisien.,1,Negatif,lebih rumit dari pada yang duluharus scann qr code ke kantor kecamatan kurang efisien
apk online tapi daftar harus ketemu dg petugas dukcapil dulu untuk scan barcode nya. mempersulit pengguna,1,Negatif,aplikasi online tapi daftar harus ketemu dg petugas dukcapil dulu untuk scan barcode nya mempersulit pengguna
buatkan fitur untuk mengecek apakah NIK kita disalah gunakan untuk pinjol atau judol. buatkan pula fitur pelaporan instan ke OJK.,4,Positif,buatkan fitur untuk mengecek apakah nik kita disalah gunakan untuk pinjol atau judol buatkan pula fitur pelaporan instan ke ojk
APK ini mewajibkan pengguna untuk mengaktifkan seluruh izin perangkat!! Aplikasi ini Sangat diragukan untuk keamanan HP dan Privasi penggunanya!!,1,Negatif,aplikasi ini mewajibkan pengguna untuk mengaktifkan seluruh izin perangkat aplikasi ini sangat diragukan untuk keamanan hp dan privasi penggunanya
"ini ulasannya dibaca gasih? terakhir update 8 Januari sampai sekarang udah hampir satu tahun kok masih belum ada pembaruan, kalau ngga niat bikin sistem kayak gini mending gausah dibikin, bukannya mempermudah malah tambah mempersulit, aplikasi negara kok kek gini, dikit dikit eror bahkan untuk verifikasi wajah pun sampe sekarang masih eror dan tidak bisa mendeteksi wajah, masak kalah sama aplikasi buatan anak magang, gakmungkin kan kehabisan anggaran? bubarin aja bubarin, sistem Bobrok",1,Negatif,ini ulasannya dibaca gasih terakhir update januari sampai sekarang sudah hampir satu tahun kok masih belum ada pembaruan kalau ngga niat bikin sistem kayak gini mending gausah dibikin bukannya mempermudah malah tambah mempersulit aplikasi negara kok kek gini dikit dikit eror bahkan untuk verifikasi wajah pun sampe sekarang masih eror dan tidak bisa mendeteksi wajah masak kalah sama aplikasi buatan anak magang gakmungkin kan kehabisan anggaran bubarin saja bubarin sistem bobrok
"Dengan IKD, urusan administrasi jadi lebih cepat dan efisien.",5,Positif,dengan ikd urusan administrasi jadi lebih cepat dan efisien
hama pemaksaan,1,Negatif,hama pemaksaan
sangat buruk ketika login,1,Negatif,sangat buruk ketika login
rekomen dan membantu .semoga di THN kedepan Sanggat baik dan bermanfaat bagi warga negara Indonesia,5,Positif,rekomen dan membantu semoga di thn kedepan sanggat baik dan bermanfaat bagi warga negara indonesia
"Saya sudah mempunyai akun,dan payah harus berulang2 untuk masuk tidak bisa,payah sekali systemnya saya merasa kecewa sebagai rakyat kecil yang ingin patuh tapi system tidak memadai,dan buruk sekali, saya belum tahu apa fungsinya hanya patuh saja.",1,Negatif,saya sudah mempunyai akundan payah harus berulang untuk masuk tidak bisapayah sekali systemnya saya merasa kecewa sebagai rakyat kecil yang ingin patuh tapi system tidak memadaidan buruk sekali saya belum tahu apa fungsinya hanya patuh saja
"ini berfungsi atau tidak? setiap apa2 tetap di minta KTP fisik. Di sodori IKD gak mau, gak laku .",1,Negatif,ini berfungsi atau tidak setiap apa tetap di minta ktp fisik di sodori ikd tidak mau tidak laku
"Bahkan untuk kebutuhan bernegara saja masih dipersulit. Aplikasi ini pernah saya uninstall karena memori hp penuh, begitu di install ulang untuk masuk kembali seperti bikin pertama kali. Kenapa ngga pakai sistem login seperti di media sosial? Kalau alasannya data berarti dari awal yang bertugas tidak kompatibel.",1,Negatif,bahkan untuk kebutuhan bernegara saja masih dipersulit aplikasi ini pernah saya uninstall karena memori hp penuh begitu di install ulang untuk masuk kembali seperti bikin pertama kali kenapa ngga pakai sistem login seperti di media sosial kalau alasannya data berarti dari awal yang bertugas tidak kompatibel
"harusnya semua keluarga berhak mengajukan pelayanan, tanpa memandang status.",1,Negatif,harusnya semua keluarga berhak mengajukan pelayanan tanpa memandang status
sama aja boong ini mah kudu bertatapan langsung sama petugas tidak rekomen bangettttt trs ini tuh udah ke daftar eh pas hp ke riset trs donlod lagi ni apk malah kudu scan ulang lagi registrasi lagi kek di awal harusnya udah aja klo ke riset ya masih bisa tinggal masukkin password ini malah scan ulang lagi,1,Negatif,sama saja boong ini mah kudu bertatapan langsung sama petugas tidak rekomen bangettttt trs ini tuh sudah ke daftar eh pas hp ke riset trs donlod lagi ni aplikasi malah kudu scan ulang lagi registrasi lagi kek di awal harusnya sudah saja kalau ke riset ya masih bisa tinggal masukkin password ini malah scan ulang lagi
"susah, harus daftar manual dulu ke dukcapil lagi minta kode QR, jadi masih semi manual",1,Negatif,susah harus daftar manual dulu ke dukcapil lagi minta kode qr jadi masih semi manual
kalo data dah sesuai ngapain mesti scan qr ke petugas ..ganti hp pas mau masuk lagi harus scan lagi .. hadehh ini mah bukan online nama nya . kalo bisa komen tanpa ngasih rating . gua males ngasih 1 bintang pun buat apk gini,1,Negatif,kalau data dah sesuai ngapain mesti scan qr ke petugas ganti hp pas mau masuk lagi harus scan lagi hadehh ini mah bukan online nama nya kalau bisa komen tanpa ngasih rating gua males ngasih bintang pun buat aplikasi gini
Sama Aja Kaya Konvensional KUDU DATANG LANGSUNG...,1,Negatif,sama saja kaya konvensional kudu datang langsung
saya mau belajar lebih jauh lagi,1,Negatif,saya mau belajar lebih jauh lagi
tidak bisa dibuka,5,Positif,tidak bisa dibuka
Tidak ada manfaat buat yang tidak mengerti hp android maupun masyarakat miskin yang tidak mempunyai hp 👎👎👎,1,Negatif,tidak ada manfaat buat yang tidak mengerti hp android maupun masyarakat miskin yang tidak mempunyai hp
duhh aplikasi nya bapuk bngt,1,Negatif,duhh aplikasi nya bapuk bngt
"Sebulan lalu bisa login, hari ini tidak bisa login (note:sudah aktivasi di kantor kecamatan dan sudah pernah login). Dicoba hapus data dan login kembali, saat langkah verifikasi pin setelah photo selfie, verifikasi gagal terus",1,Negatif,sebulan lalu bisa login hari ini tidak bisa login notesudah aktivasi di kantor kecamatan dan sudah pernah login dicoba hapus data dan login kembali saat langkah verifikasi pin setelah photo selfie verifikasi gagal terus
aplikasi tdk bisa login padahal pin sdh benar,1,Negatif,aplikasi tidak bisa login padahal pin sudah benar
mau login ribet dan susah,2,Negatif,mau login ribet dan susah
