content,score,sentiment,cleaned_content
data tgl lahir dan rubah nmr hp ga bisa tolong aplikasinya dibetulkan😰,1,Negatif,data tgl lahir dan rubah nmr hp ga bisa tolong aplikasinya dibetulkan
"apa sih bikin aplikasi ga jelas. masukin tanggal lahir ngebug mulu, akhirnya ga bisa akses fitur parah banget sekelas negara aja begini",1,Negatif,apa sih bikin aplikasi ga jelas masukin tanggal lahir ngebug mulu akhirnya ga bisa akses fitur parah banget sekelas negara saja begini
Mau login via email aja susah. Kode verifikasi ganti pin selalu salah padahal udah sesuai dengan yang dikirim di email. Alhasil jadi pajangan aja nih apk di hp,1,Negatif,mau login via email saja susah kode verifikasi ganti pin selalu salah padahal sudah sesuai dengan yang dikirim di email alhasil jadi pajangan saja nih aplikasi di hp
"kenapa di perbarui identitas diri seperti tgl lahir, nomor paspor dan jenis kelamin setelah minta kode dari WA dan Email, tetap tidak bisa diperbarui? masuk angin kali ya apknya? udah berkali2 aku coba tetap tidak bisa diperbarui",1,Negatif,kenapa di perbarui identitas diri seperti tgl lahir nomor paspor dan jenis kelamin setelah minta kode dari wa dan email tetap tidak bisa diperbarui masuk angin kali ya apknya sudah berkali aku coba tetap tidak bisa diperbarui
maaf saya kasih satu bintang. mau memasukkan tgl lahir dan jenis kelamin aja tidak bisa terRecord.,1,Negatif,maaf saya kasih satu bintang mau memasukkan tgl lahir dan jenis kelamin saja tidak bisa terrecord
dipebaruan ga bisa dibuka . haruskah diapus dahulu .donload lagi. buat cek JHT,5,Positif,dipebaruan ga bisa dibuka haruskah diapus dahulu donload lagi buat cek jht
"pengguna baru, msh coba memahami aplikasi ini, semoga bermanfaat",4,Positif,pengguna baru masih coba memahami aplikasi ini semoga bermanfaat
gimana ini. mau masukin tanggal lahir aja ga bisa. berulang gitu gitu terus. udh berapa kali verifikasi masih kembali ke awal lagi.,1,Negatif,gimana ini mau masukin tanggal lahir saja ga bisa berulang gitu gitu terus sudah berapa kali verifikasi masih kembali ke awal lagi
login nya lama banget,1,Negatif,login nya lama banget
Aplikasi pemerintah paling tomlol,1,Negatif,aplikasi pemerintah paling tomlol
"Pelayanan di Puskesmas Padangsari semakin baik ,para petugas melayani dengan sepenuh hati .",5,Positif,pelayanan di puskesmas padangsari semakin baik para petugas melayani dengan sepenuh hati
"ga bisa ubah profil tanggal lahir, harusnya kalau sesuai NIK udah langsung valid, ini malah tertulis tgl daftar apk, bukan tgl lahir, padahal data sudah otomatis sinkron NIk. mau diubah data tgl lahir yg valid ga bisa kesimpan udah diulang lebih dari 3x, please lah apk pemerintah gini amat sih, pantesan bintang 3",1,Negatif,ga bisa ubah profil tanggal lahir harusnya kalau sesuai nik sudah langsung valid ini malah tertulis tgl daftar aplikasi bukan tgl lahir padahal data sudah otomatis sinkron nik mau diubah data tgl lahir yang valid ga bisa kesimpan sudah diulang lebih dari x please lah aplikasi pemerintah gini amat sih pantesan bintang
"apa ini sertifikat vaksin saya tidak bisa diunduh, mana jenis kelamin tidak bisa diis, sama tgl lahir tidak bisa diubah apa karna aku udah lama gak buka apk ini?? gajelas BANGETT",1,Negatif,apa ini sertifikat vaksin saya tidak bisa diunduh mana jenis kelamin tidak bisa diis sama tgl lahir tidak bisa diubah apa karena aku sudah lama tidak buka aplikasi ini gajelas bangett
"Tidak bisa mengubah tanggal lahir yang belum disetting, tidak bisa menambahkan email juga. Untuk alergi kurang lengkap.",2,Negatif,tidak bisa mengubah tanggal lahir yang belum disetting tidak bisa menambahkan email juga untuk alergi kurang lengkap
"kemarin Aplikasi ngebug, masa gabisa pilih jenis kelamin. skrng aku pas isi untuk pemeriksaan gratis ulang tahun, malah tanggal lahirnya salah, gabisa diganti. dahlah capek",1,Negatif,kemarin aplikasi ngebug masa gabisa pilih jenis kelamin skrng aku pas isi untuk pemeriksaan gratis ulang tahun malah tanggal lahirnya salah gabisa diganti dahlah capek
"tolong di perbaiki sistem nya, tahun lahir saya tidak bisa di update, padahal sudah saya betulkan tapi tahun kelahiran saya malah masih 2025, tolonggg di perbaiki!!!",1,Negatif,tolong di perbaiki sistem nya tahun lahir saya tidak bisa di update padahal sudah saya betulkan tapi tahun kelahiran saya malah masih tolonggg di perbaiki
susah amat mau log in kode udah bner masih aja salah,1,Negatif,susah amat mau log in kode sudah bner masih saja salah
"tolong perbaiki donk min mau ngunduh sertifikat vaksin kok gak bisa² , sampai kapan coba masa gak ada perbaikan perasaan yg ngeluh udah banyak loh",1,Negatif,tolong perbaiki donk min mau ngunduh sertifikat vaksin kok tidak bisa² sampai kapan coba masa tidak ada perbaikan perasaan yang ngeluh sudah banyak loh
baik,5,Positif,baik
tidak bisa dibuka,1,Negatif,tidak bisa dibuka
"tanggal lahir salah, sudah diedit berkali kali tidak bisa diubah",1,Negatif,tanggal lahir salah sudah diedit berkali kali tidak bisa diubah
bagus,5,Positif,bagus
mau ngunduh sertifikat vaksin buat ngelamar kerja tapi buat login malah gabisa aneh,1,Negatif,mau ngunduh sertifikat vaksin buat ngelamar kerja tapi buat login malah gabisa aneh
padahal lagii di butuhkan bangett tuh sertifikat vaksinnyaa malahh gak bisaa masuk aplikasinya hadehhh,1,Negatif,padahal lagii di butuhkan bangett tuh sertifikat vaksinnyaa malahh tidak bisa masuk aplikasinya hadehhh
gajelas banyak masalahnya,1,Negatif,gajelas banyak masalahnya
"ga bisa login, orang ada perlu bukannya memudahkan malah menyulitkan mending website aja dr pd aplikasi2 bgni menyulitkan dn tidak berguna",1,Negatif,ga bisa login orang ada perlu bukannya memudahkan malah menyulitkan mending website saja dari pd aplikasi bgni menyulitkan dn tidak berguna
susah amat daftar nya apk pemerintah sama aja kayak pemerintah nya ruwet,1,Negatif,susah amat daftar nya aplikasi pemerintah sama saja kayak pemerintah nya ruwet
min kenapa gak bisa log in,1,Negatif,min kenapa tidak bisa log in
"aplikasi sampah, tidak bisa membantu sama sekali saya lupa dan hilang email dan no telp masih ditanya email terhubung dan juga server tidak stabil",1,Negatif,aplikasi sampah tidak bisa membantu sama sekali saya lupa dan hilang email dan no telp masih ditanya email terhubung dan juga server tidak stabil
"apknya ga jelas. udah masukin pin, lupa kata sandi, perbarui sandi, dll masih ga bisa login",1,Negatif,apknya ga jelas sudah masukin pin lupa kata sandi perbarui sandi dll masih ga bisa login
"ini aplikasi kenapa bisa berubah y?sekali masuk biasanya lngsng masuk,ini malah harus verifikasi identitas lagi.emang sih saya udah lama tidak pernah buka aplikasi ini lagi",1,Negatif,ini aplikasi kenapa bisa berubah ysekali masuk biasanya lngsng masukini malah harus verifikasi identitas lagiemang sih saya sudah lama tidak pernah buka aplikasi ini lagi
"aplikasi ga jelas, udh bener masuk ke akun, udh bener pin nya. pas login lagi salah semua. gajelas emang aplikasi pemerintah ni",1,Negatif,aplikasi ga jelas sudah bener masuk ke akun sudah bener pin nya pas login lagi salah semua gajelas emang aplikasi pemerintah ni
sehat kuat,5,Positif,sehat kuat
CAPE MASUK APK TRS,1,Negatif,cape masuk aplikasi trs
"saya kasih bintang 1, karena saya tidak bisa mengunduh sertifikat vaksin covid 19. Tolong aplikasinya di perbaiki🤦‍♀️",1,Negatif,saya kasih bintang karena saya tidak bisa mengunduh sertifikat vaksin covid tolong aplikasinya di perbaiki
bermanfaat,5,Positif,bermanfaat
sebelum update sertifikat vaksin ilang semua. setelah update 👍,4,Positif,sebelum update sertifikat vaksin ilang semua setelah update
payah,1,Negatif,payah
saya selalu activ di posyandu lansia untuk cek kesehatan yg bermanfaat bagi kami para lansia,5,Positif,saya selalu activ di posyandu lansia untuk cek kesehatan yang bermanfaat bagi kami para lansia
user tidak bisa masuk aplikasi dan stuck di gambar satu sehat.,1,Negatif,user tidak bisa masuk aplikasi dan stuck di gambar satu sehat
membantu sekali,5,Positif,membantu sekali
kenapa aplikasi nya ga mau terbuka? padahal Uda 5 menit di tungguin ga terbuka buka,1,Negatif,kenapa aplikasi nya ga mau terbuka padahal uda menit di tungguin ga terbuka buka
"ngga ada hasil pemeriksaan ckg, padahal udah 1 bulan..",2,Negatif,ngga ada hasil pemeriksaan ckg padahal sudah bulan
buka apk nya lama sekalii,1,Negatif,buka aplikasi nya lama sekalii
nah gini dong baru bisa,5,Positif,nah gini dong baru bisa
1. alamat domisili tidak lengkap 2. tidak bisa unduh sertifikat vaksin 3. keluhan lambat di respon/mungkin tidak akan di respon🙃,1,Negatif,alamat domisili tidak lengkap tidak bisa unduh sertifikat vaksin keluhan lambat di responmungkin tidak akan di respon
sertifikat nya gak bisa diunduh tolong dong diperbaiki aplikasi satusehat nya saya mau melamar pekerjaan diminta sertifikat vaksin nya 🙏,5,Positif,sertifikat nya tidak bisa diunduh tolong dong diperbaiki aplikasi satusehat nya saya mau melamar pekerjaan diminta sertifikat vaksin nya
"Alhamdulillah, sangat bermanfaat",5,Positif,alhamdulillah sangat bermanfaat
cape bangt udah atur ulang kata sandi ttp ga bisa masuk akun nya gajelas bngtt,1,Negatif,cape bangt sudah atur ulang kata sandi ttp ga bisa masuk akun nya gajelas bngtt
"aplikasi bobrok mau login aje otp kagak dikirim kirim, benerin apk nye",1,Negatif,aplikasi bobrok mau login aje otp kagak dikirim kirim benerin aplikasi nye
"saat pelaksanaan petugas sangat ramah dan sangat membantu,haturnuhun",5,Positif,saat pelaksanaan petugas sangat ramah dan sangat membantuhaturnuhun
Kenapa APP satu sehat tdk bs sy buka sm sekali. sudah berkali2 uninstal dan install ulang tetap tdk bs kebuka,1,Negatif,kenapa app satu sehat tidak bisa saya buka sm sekali sudah berkali uninstal dan install ulang tetap tidak bisa kebuka
"Udah diperbaiki, mudah mudahan bisa konsisten dan fungsinya ditingkatkan 🙏",5,Positif,sudah diperbaiki mudah mudahan bisa konsisten dan fungsinya ditingkatkan
Daftar sudah sampai kelurahansudahtidak bisa discrol lg payah,1,Negatif,daftar sudah sampai kelurahansudahtidak bisa discrol lg payah
"saya mau daftar untuk masuk login tidak bisa dan ada keterangan nomir hp anda sudah terdaftar. sedangkan saya belum pernah memakai aplikasi satusehat mobile ini sama sekali. dulu pernah login apps pedulindungi untuk vaksin, apa itu sincron dengan apps ini? terus bagaimana cara untuk login/daftar?",1,Negatif,saya mau daftar untuk masuk login tidak bisa dan ada keterangan nomir hp anda sudah terdaftar sedangkan saya belum pernah memakai aplikasi satusehat mobile ini sama sekali dulu pernah login aplikasi pedulindungi untuk vaksin apa itu sincron dengan aplikasi ini terus bagaimana cara untuk logindaftar
"Aplikasi gak jelas! Masukin kode verifikasi masa nggak bisa, padahal udah sesuai dengan yg diberikan.",1,Negatif,aplikasi tidak jelas masukin kode verifikasi masa tidak bisa padahal sudah sesuai dengan yang diberikan
Aplikasi berbahaya,1,Negatif,aplikasi berbahaya
KTP udah difoto. data otomatis terisi. tapi NIK ga sesuai sama KTP saya. mau saya edit ga bisa. gimana nih? aneh bener.,1,Negatif,ktp sudah difoto data otomatis terisi tapi nik ga sesuai sama ktp saya mau saya edit ga bisa gimana nih aneh bener
"aplikasi gajelas, pin baru di buat pas login malah salah, kode verifikasi udah sesuai malah ga bisa emang gakjelas nih aplikasi",1,Negatif,aplikasi gajelas pin baru di buat pas login malah salah kode verifikasi sudah sesuai malah ga bisa emang gakjelas nih aplikasi
Baguss mantab aplikasinyaa,5,Positif,baguss mantab aplikasinyaa
"ni apk kenapa sihhhhh , udh pake email yg daftar enggak bisa login sama sekali , udh coba bikin akun dengan no yang sama dan email yang sama katanya udh terdaftar gimn sih ! ancur ancur",1,Negatif,ni aplikasi kenapa sihhhhh sudah pakai email yang daftar enggak bisa login sama sekali sudah coba bikin akun dengan no yang sama dan email yang sama katanya sudah terdaftar gimn sih ancur ancur
"aplikasi bikin pusing, ga jelas, bikin aplikasi harusnya tidak membuat pusing pengguna",1,Negatif,aplikasi bikin pusing ga jelas bikin aplikasi harusnya tidak membuat pusing pengguna
Sekalinya buka cek sertifikat vaksin covid sudah tidak ada padahal sudah vaksin 3x.. Tolong di perbaiki lagi karena butuh untuk pendidikan,1,Negatif,sekalinya buka cek sertifikat vaksin covid sudah tidak ada padahal sudah vaksin x tolong di perbaiki lagi karena butuh untuk pendidikan
apa krn perangkat yg tidak kompatibel?,1,Negatif,apa karena perangkat yang tidak kompatibel
"aplikasi nya susah banget, mau daftar kesehatan gratis aja pake diribetin, pas mau daftar suruh lngkapin data, eh pas dilengkapin tinggal verifikasi malah ga bisa, besoknya lagi dicoba bisa, trs udh milih tanggal cek, pas mau disimpan malah bilang umur tidak sesuai kriteria kesehatan gratis, padahal umur 61 th masuk kriteria lansia, gmn si aplikasinya hrs dibenerin",1,Negatif,aplikasi nya susah banget mau daftar kesehatan gratis saja pakai diribetin pas mau daftar suruh lngkapin data eh pas dilengkapin tinggal verifikasi malah ga bisa besoknya lagi dicoba bisa trs sudah milih tanggal cek pas mau disimpan malah bilang umur tidak sesuai kriteria kesehatan gratis padahal umur th masuk kriteria lansia gmn si aplikasinya hrs dibenerin
okelah,5,Positif,okelah
"Terima kasih sudah menyediakan pemeriksaan kesehatan gratis. Di Puskesmas Setu, Tangerang Selatan.",5,Positif,terima kasih sudah menyediakan pemeriksaan kesehatan gratis di puskesmas setu tangerang selatan
mohon maaf knpa g bisa di buka.. saya butuh data dri aplikasi satusehat mobile.. mohon bantuanya,4,Positif,mohon maaf knpa g bisa di buka saya butuh data dri aplikasi satusehat mobile mohon bantuanya
"Hari ini saya memasuki usia 34th dan mau mendaftar cek kesehatan gratis,setelah saya isi semua data dan memilih faskes tujuan namun saat saya klik simpan muncul notif (X) Usia peserta berada di luar cakupan usia penerima program cek kesehatan gratis. Saya coba browsing program ini memiliki cakupan usia yang luas termasuk dewasa usia 18-59. Jadi saya termasuk penerima manfaat program ini apa tidak pak presidan?",1,Negatif,hari ini saya memasuki usia th dan mau mendaftar cek kesehatan gratissetelah saya isi semua data dan memilih faskes tujuan namun saat saya klik simpan muncul notif x usia peserta berada di luar cakupan usia penerima program cek kesehatan gratis saya coba browsing program ini memiliki cakupan usia yang luas termasuk dewasa usia jadi saya termasuk penerima manfaat program ini apa tidak pak presidan
saya sudah 6x vaksin tapi yg terdaftar di aplikasi ini cuma 3x vaksin covid19 saja,1,Negatif,saya sudah x vaksin tapi yang terdaftar di aplikasi ini cuma x vaksin covid saja
"cara klik jenis kelamin gimana?,",1,Negatif,cara klik jenis kelamin gimana
ini kenapa saya mau verifikasi malah gak bisa dan saya mau ganti no hp nya tombol simpan nya gk bisa di klik ? yang bener aja dong,2,Negatif,ini kenapa saya mau verifikasi malah tidak bisa dan saya mau ganti no hp nya tombol simpan nya tidak bisa di klik yang bener saja dong
aplikasi yg bagus sangat membantu sekali,5,Positif,aplikasi yang bagus sangat membantu sekali
tolong perbaiki masalah ubah data profile. masa mau melengkai data aj agak bisa. ini baru pertam akali pakai. satu lagi mau daftar MCU Gratis aja masa dipersulit siih ANEEHHH harus nunggu data profile sedang dimuat terus. ini klo harinya mepet gmnaa !!!,1,Negatif,tolong perbaiki masalah ubah data profile masa mau melengkai data aj agak bisa ini baru pertam akali pakai satu lagi mau daftar mcu gratis saja masa dipersulit siih aneehhh harus nunggu data profile sedang dimuat terus ini kalau harinya mepet gmnaa
"Makin parah, masa setiap update harus hapus aplikasi dulu, begitu dibuka harus login ulang, buat yang lupa password mending gak usah update.",1,Negatif,makin parah masa setiap update harus hapus aplikasi dulu begitu dibuka harus login ulang buat yang lupa password mending tidak usah update
pin yang di kirim ke email salah padahal sudah sesuai,1,Negatif,pin yang di kirim ke email salah padahal sudah sesuai
"Apk Full bug, setelah akhirnya bisa memperbarui Jenis Kelamin, sekarang giliran susah banget mau verifikasi buat perbaruan identitas wkwkwkw",2,Negatif,aplikasi full bug setelah akhirnya bisa memperbarui jenis kelamin sekarang giliran susah banget mau verifikasi buat perbaruan identitas wkwkwkw
jangan memakan tempat yg banyak,5,Positif,jangan memakan tempat yang banyak
mau ngecek vaksin anak atau orang tua susah sekarang maaf saya kasih bintang 1 semoga kedepannya lebih baik,1,Negatif,mau ngecek vaksin anak atau orang tua susah sekarang maaf saya kasih bintang semoga kedepannya lebih baik
"claim medical checkup ulang tahun tidak bisa, verifikasi profil tidak bisa, ulang2 gagal terus, sudah isi form aduan tidak ada respon sama sekali",1,Negatif,claim medical checkup ulang tahun tidak bisa verifikasi profil tidak bisa ulang gagal terus sudah isi form aduan tidak ada respon sama sekali
gas terus,5,Positif,gas terus
saya udah vaksin 2022 kok di aplikasi tulisannya belum? aneh,1,Negatif,saya sudah vaksin kok di aplikasi tulisannya belum aneh
"ini gimana sih? setiap mau daftar, ngak bisa masuk",1,Negatif,ini gimana sih setiap mau daftar ngak bisa masuk
data faksin hilang semua.sartifikat faksin gk muncul.malah tertulis berlum faksin.mana lg butuh banget,1,Negatif,data faksin hilang semuasartifikat faksin tidak munculmalah tertulis berlum faksinmana lg butuh banget
"mau periksa ,pas cek data gagal memuat ,aplikasi sulit digunakan ,ribet",1,Negatif,mau periksa pas cek data gagal memuat aplikasi sulit digunakan ribet
gak bisa sibuka,1,Negatif,tidak bisa sibuka
"sudah vaksin dua kali kok di aplikasi di tulis belum vaksin aplikasi sekarang ini longor apa gimana,,,",1,Negatif,sudah vaksin dua kali kok di aplikasi di tulis belum vaksin aplikasi sekarang ini longor apa gimana
"aplikasi tidak berguna , sudah vaksin tapi data lama tidak ada dan tidak ke record",1,Negatif,aplikasi tidak berguna sudah vaksin tapi data lama tidak ada dan tidak ke record
"mau cek Rapor CKG harus lengkapi data tp pilih jenis kelamin saja tidak bisa di pilih, ,trus magsud nya ini apk buat apa¿",2,Negatif,mau cek rapor ckg harus lengkapi data tapi pilih jenis kelamin saja tidak bisa di pilih trus magsud nya ini aplikasi buat apa
knpa sih apk ny ga bisa di buka,1,Negatif,knpa sih aplikasi ny ga bisa di buka
gak bisa dpke gbsa pembaharuan data.harus kmn ya ini?,1,Negatif,tidak bisa dpke gbsa pembaharuan dataharus kmn ya ini
"tidak bisa mengunduh sertifikat vaksin covid 19, walau akun sdh terdaftar tetapi ada anjuran help desk, maksudnya apa????",2,Negatif,tidak bisa mengunduh sertifikat vaksin covid walau akun sudah terdaftar tetapi ada anjuran help desk maksudnya apa
"Mau daftar buat cek kesehatan gratis nnti, pilihan jenis kelamin ga bisa di pencet. Aplikasi apaan ini",1,Negatif,mau daftar buat cek kesehatan gratis nnti pilihan jenis kelamin ga bisa di pencet aplikasi apaan ini
masa mau ngecek sertifikat vaksin malah suruh verif lagi pas kemaren udah verif namanya peduli lindungi kenapa verif ulang bikin ribet,1,Negatif,masa mau ngecek sertifikat vaksin malah suruh verif lagi pas kemaren sudah verif namanya peduli lindungi kenapa verif ulang bikin ribet
tolong dong ini mau pilih jenis kelamin aja tidak bisa,1,Negatif,tolong dong ini mau pilih jenis kelamin saja tidak bisa
sangat bagus membantu permudah pekerjaan,5,Positif,sangat bagus membantu permudah pekerjaan
bagus,4,Positif,bagus
bug di bagian edit data yg gender,2,Negatif,bug di bagian edit data yang gender
aplikasi gak mutu,1,Negatif,aplikasi tidak mutu
i jelek bgt apknya. anggarannya berapa?,1,Negatif,i jelek banget apknya anggarannya berapa
"saya mendownload apk ini untuk sertifikat vaksin saya dengan nomor HP yg sama akan tetapi sertifikat vaksin covid saya ga ada, padahal saya membutuhkannya untuk melamar pekerjaan kalau begini saya bingung, mohon di perbaiki",1,Negatif,saya mendownload aplikasi ini untuk sertifikat vaksin saya dengan nomor hp yang sama akan tetapi sertifikat vaksin covid saya ga ada padahal saya membutuhkannya untuk melamar pekerjaan kalau begini saya bingung mohon di perbaiki
Tidak bs dibuka,1,Negatif,tidak bisa dibuka
"apk apaan ini, dibuat ngunduh file gagal Mulu. jaringan aman, memori ponsel masih banyak tapi kenapa ga bisa saya ngirim keluhanpun, keluhanya gagal ngirim juga. APK GAGAL",1,Negatif,aplikasi apaan ini dibuat ngunduh file gagal mulu jaringan aman memori ponsel masih banyak tapi kenapa ga bisa saya ngirim keluhanpun keluhanya gagal ngirim juga aplikasi gagal
bagi saya sangat bermanfaat,5,Positif,bagi saya sangat bermanfaat
"kenapa sertifikat vaksin covid-19 nya tidak bisa di download, alesan nya sertifikat belum bisa di unduh??",2,Negatif,kenapa sertifikat vaksin covid nya tidak bisa di download alesan nya sertifikat belum bisa di unduh
"riwayat tes covidnya hilang, untuk melengkapi data nggak bisa karena jenis kelamin nggak bisa dipilih, user interface apl-nya aneh, pas coba log-in lagi nggak bisa -_- kembalikan pedulilindungi, aplikasi nggak berguna",1,Negatif,riwayat tes covidnya hilang untuk melengkapi data tidak bisa karena jenis kelamin tidak bisa dipilih user interface aplnya aneh pas coba login lagi tidak bisa _ kembalikan pedulilindungi aplikasi tidak berguna
BOTAK gak bisa pilih jenis kelamin 🗿🗿,2,Negatif,botak tidak bisa pilih jenis kelamin
disuruh melengkapi data diri pas lengkapi data diri menu jenis kelamin kga bisa dipencet,1,Negatif,disuruh melengkapi data diri pas lengkapi data diri menu jenis kelamin kga bisa dipencet
good,5,Positif,good
"tidak bisa mengunduhan file sertifikat vaksinasi dan pembaruan data profile, dan banyak lagi tolong diatasi segera, file tersebut perlu untuk melengkapi lamaran berkas bekerja, saya kasih bintang lima bukan berarti puas, tetapi supaya ulasan saya relevan biar orang - orang pada tau tidak ada gunanya install aplikasi rusak ini.",5,Positif,tidak bisa mengunduhan file sertifikat vaksinasi dan pembaruan data profile dan banyak lagi tolong diatasi segera file tersebut perlu untuk melengkapi lamaran berkas bekerja saya kasih bintang lima bukan berarti puas tetapi supaya ulasan saya relevan biar orang orang pada tau tidak ada gunanya install aplikasi rusak ini
"Ga bisa login nih kenapa yaa,selalu gangguan.",2,Negatif,ga bisa login nih kenapa yaaselalu gangguan
"Suruh isi data buat cek kesehatan gratis wajib isi jenis kelamin, tp gimana itu gabisa di klik perempuan atau laki"", payah aplikasinya dr dulu error mulu",2,Negatif,suruh isi data buat cek kesehatan gratis wajib isi jenis kelamin tapi gimana itu gabisa di klik perempuan atau laki payah aplikasinya dari dulu error mulu
"kalau bikin aplikasi yg jelas donk jangan bikin orang emosi, mau pilih jenis kelamin ajd ngak bisa di isi,",1,Negatif,kalau bikin aplikasi yang jelas donk jangan bikin orang emosi mau pilih jenis kelamin ajd ngak bisa di isi
maksud dan tujuan dibuat aplikasi ini apa? mau isi biodata aja jenis kelamin gabisa dipilih,1,Negatif,maksud dan tujuan dibuat aplikasi ini apa mau isi biodata saja jenis kelamin gabisa dipilih
"habis di-update jadi tambah jelek, sebelum di-update masih bisa buka raport ckg, setelah update gak bisa dibuka malah minta lengkapin data yang setelah dilengkapin mau verifikasi pun gak bisa karna permintaan tidak valid",1,Negatif,habis diupdate jadi tambah jelek sebelum diupdate masih bisa buka raport ckg setelah update tidak bisa dibuka malah minta lengkapin data yang setelah dilengkapin mau verifikasi pun tidak bisa karena permintaan tidak valid
"ini gimn dah, perasaan jaman Covid, udah daftar pake email dan HP. sekarang lagi ingin buka aplikasinya lagi malah g bisa login pakai no HP. dan juga kenapa ganti nama lagi aplikasinya, masih bagusan dulu ""Peduli Lindungi""",1,Negatif,ini gimn dah perasaan jaman covid sudah daftar pakai email dan hp sekarang lagi ingin buka aplikasinya lagi malah g bisa login pakai no hp dan juga kenapa ganti nama lagi aplikasinya masih bagusan dulu peduli lindungi
aplikasi di buka malah ga bisa. percuma di download,1,Negatif,aplikasi di buka malah ga bisa percuma di download
nunggu kode verifikasi masuk malah di kirim 4 pesan email berisi kode yang benar yg mana aplikasi ga jelas ga di urus dengan baik.,1,Negatif,nunggu kode verifikasi masuk malah di kirim pesan email berisi kode yang benar yang mana aplikasi ga jelas ga di urus dengan baik
"kaya kaga niat bikin aplikasi, masa klik jenis kelamin aja kaga bisa",1,Negatif,kaya kaga niat bikin aplikasi masa klik jenis kelamin saja kaga bisa
"buat login nya susah, coba daftar katanya sudah terdaftar coba masuk tapi ga bisa, sekalinya bisa kode otp ga muncul muncul. sekalinya bisa masuk harus verifikasi identitas tapi pas coba di isi dan mau di verifikasi malah muncul keterangan tidak valid terus !!!",1,Negatif,buat login nya susah coba daftar katanya sudah terdaftar coba masuk tapi ga bisa sekalinya bisa kode otp ga muncul muncul sekalinya bisa masuk harus verifikasi identitas tapi pas coba di isi dan mau di verifikasi malah muncul keterangan tidak valid terus
"Ada BUG di versi 8.0.3 ini pada perangkat smartphone Samsung SM-A107F., mohon developer cek lagi.. terimakasih",1,Negatif,ada bug di versi ini pada perangkat smartphone samsung smaf mohon developer cek lagi terimakasih
"lah aneh udah pernah cek kesehatan gratis pas di cek lagi suruh lengkapi data , dan sudah di lengkapi di summit eh gak bisa di bilang *Seperti nya Data anda tidak valid* lahh gimana tau anehh bgt",1,Negatif,lah aneh sudah pernah cek kesehatan gratis pas di cek lagi suruh lengkapi data dan sudah di lengkapi di summit eh tidak bisa di bilang seperti nya data anda tidak valid lahh gimana tau anehh banget
"bintang 0 bisa ga, aplikasi apa mencet jenis kelamin aja ga bisa sudah coba ganti dua hp ga bisa juga. klo ga ngisi ga bs ke menu selanjutnya duhh benerin lg dong. nyebelin bgt sih",1,Negatif,bintang bisa ga aplikasi apa mencet jenis kelamin saja ga bisa sudah coba ganti dua hp ga bisa juga kalau ga ngisi ga bisa ke menu selanjutnya duhh benerin lg dong nyebelin banget sih
ini scan kartu gagal mlu trus verif profil jga ga bisa bisa etdah...,2,Negatif,ini scan kartu gagal mlu trus verif profil jga ga bisa bisa etdah
"aplikasi sangat jelek mau ubah profil gak bisa mau mengklik jenis kelamin gak bisa, mengubungi cs juga gak ada balasan najong",1,Negatif,aplikasi sangat jelek mau ubah profil tidak bisa mau mengklik jenis kelamin tidak bisa mengubungi cs juga tidak ada balasan najong
baik,4,Positif,baik
very good 👍,5,Positif,very good
"kolom pilih jenis kelamin tidak bisa di klik, namanya saja SATU SEHAT tapi nyatanya sakit semua, banyak bug, masyarakat kecewa 😣",1,Negatif,kolom pilih jenis kelamin tidak bisa di klik namanya saja satu sehat tapi nyatanya sakit semua banyak bug masyarakat kecewa
"untuk melengkapi identitas diri opsi jenis kelamin tidak dapat diceklis,",1,Negatif,untuk melengkapi identitas diri opsi jenis kelamin tidak dapat diceklis
"sudah lama gak buka,sekalinya buka uda ganti semua. Mana mau pilih jenis kelamin gak bisa. Tiap masukin tgl lahir langsung ngebug,gak kebaca semua tulisan, dah gt mau tautkan akun harus verifikasi akun dulu,itupun harus ke faskesnya,gunanya aplikasi kan mempermudah,ini diperbarui malah makin ribet.",1,Negatif,sudah lama tidak bukasekalinya buka uda ganti semua mana mau pilih jenis kelamin tidak bisa tiap masukin tgl lahir langsung ngebuggak kebaca semua tulisan dah gt mau tautkan akun harus verifikasi akun duluitupun harus ke faskesnyagunanya aplikasi kan mempermudahini diperbarui malah makin ribet
mantap,5,Positif,mantap
"aplikasi jelek tiap masuk harus buka pin, padahal saya tidak pernah buat pin",1,Negatif,aplikasi jelek tiap masuk harus buka pin padahal saya tidak pernah buat pin
"saya gak bisa pencet pilihan gender saya, tp pilihan yg lain bisa, udah DM ke IG nya juga gak direspon-respon, coba ini gimana ya ? jangan gaji buta bisa gak ?",1,Negatif,saya tidak bisa pencet pilihan gender saya tapi pilihan yang lain bisa sudah dm ke ig nya juga tidak diresponrespon coba ini gimana ya jangan gaji buta bisa tidak
Pilihan jenis kelaminnya gak bisa diklik,2,Negatif,pilihan jenis kelaminnya tidak bisa diklik
asuu ribett,1,Negatif,asuu ribett
tolong di update ou,1,Negatif,tolong di update ou
